sex,age,Age_class,race_class,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,Reoffending_Likelihood
Male,34,Adult,Other,0,1,0,0,3,F,1,Low,1,Low,3,0,800,1
Male,36,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1169,1
Male,69,Adult,White,0,5,0,0,0,F,5,Medium,1,Low,0,0,1168,1
Male,32,Adult,White,0,5,0,0,5,F,5,Medium,4,Low,5,0,363,2
Male,22,Young,Other,0,7,0,0,1,F,7,Medium,5,Medium,1,0,116,2
Male,46,Adult,White,0,5,0,0,0,F,5,Medium,2,Low,0,78,843,1
Male,34,Adult,White,0,5,0,0,1,M,5,Medium,3,Low,1,0,767,1
Female,32,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,10,457,1
Male,39,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1159,1
Male,25,Young,Other,0,7,0,1,6,M,7,Medium,7,Medium,6,1,297,2
Female,21,Young,Other,0,4,0,1,0,M,4,Low,6,Medium,0,0,28,2
Male,63,Adult,Other,0,6,0,0,9,F,6,Medium,1,Low,9,2,59,2
Male,24,Young,White,0,4,0,0,8,F,4,Low,5,Medium,8,0,466,2
Male,29,Adult,White,0,5,0,0,2,M,5,Medium,4,Low,2,0,101,1
Male,20,Young,Other,0,8,3,0,3,F,8,High,8,High,3,0,180,2
Female,40,Adult,White,0,5,0,0,0,M,5,Medium,2,Low,0,2,774,1
Male,30,Adult,Other,0,8,0,0,7,F,8,High,4,Low,7,0,462,2
Male,36,Adult,White,0,5,0,0,10,M,5,Medium,4,Low,10,0,54,2
Male,50,Adult,White,0,7,0,0,5,F,7,Medium,1,Low,5,0,915,1
Male,37,Adult,Other,0,7,0,0,4,M,7,Medium,7,Medium,4,74,125,2
Male,34,Adult,Other,0,7,0,0,1,F,7,Medium,2,Low,1,0,502,1
Female,35,Adult,Other,0,2,0,0,0,F,2,Low,1,Low,0,0,743,1
Female,31,Adult,Other,0,2,0,0,1,M,2,Low,1,Low,1,1,258,2
Male,23,Young,White,0,7,0,1,10,F,7,Medium,6,Medium,10,69,854,1
Male,22,Young,Other,0,4,0,0,0,F,4,Low,5,Medium,0,32,485,2
Male,37,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,4,118,2
Male,20,Young,Other,0,4,0,0,0,F,4,Low,7,Medium,0,0,297,1
Male,54,Adult,Other,0,7,0,0,22,F,7,Medium,3,Low,22,0,21,2
Male,26,Adult,White,0,5,0,0,2,F,5,Medium,4,Low,2,0,1102,1
Male,34,Adult,Other,0,9,0,0,12,F,9,High,5,Medium,12,11,180,2
Male,59,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,27,2
Male,45,Adult,White,0,2,0,0,2,F,2,Low,1,Low,2,0,915,1
Male,37,Adult,White,0,2,0,0,2,M,2,Low,3,Low,2,0,34,1
Male,38,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,509,2
Male,45,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,4,177,2
Male,22,Young,Other,0,8,0,0,1,F,8,High,7,Medium,1,35,798,1
Male,24,Young,Other,0,8,0,1,3,F,8,High,6,Medium,3,0,17,2
Male,25,Young,Other,0,5,0,0,5,F,5,Medium,7,Medium,5,375,1159,1
Male,24,Young,Other,0,6,0,0,6,F,6,Medium,6,Medium,6,0,121,2
Female,52,Adult,Other,0,3,0,0,3,M,3,Low,2,Low,3,0,1130,1
Male,20,Young,Other,0,4,0,0,1,M,4,Low,7,Medium,1,0,653,2
Male,32,Adult,Other,0,6,0,0,6,F,6,Medium,7,Medium,6,0,785,1
Female,32,Adult,White,0,2,0,0,2,F,2,Low,2,Low,2,0,436,2
Male,39,Adult,White,0,6,0,0,8,F,6,Medium,4,Low,8,0,920,1
Male,49,Adult,Other,0,8,0,0,3,F,8,High,2,Low,3,0,45,2
Male,20,Young,Other,1,4,0,0,1,F,4,Low,6,Medium,1,0,57,2
Male,31,Adult,White,0,7,0,0,11,F,7,Medium,2,Low,11,0,21,2
Male,58,Adult,White,0,7,0,0,7,F,7,Medium,3,Low,7,185,250,2
Male,50,Adult,Other,0,1,0,0,2,M,1,Low,1,Low,2,1,767,1
Male,26,Adult,Other,0,7,1,1,11,F,7,Medium,4,Low,11,0,107,2
Male,20,Young,Other,1,6,0,0,1,F,6,Medium,8,High,1,0,786,1
Male,39,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,1079,1
Male,51,Adult,White,0,2,0,0,1,M,2,Low,1,Low,1,1,148,2
Male,30,Adult,Other,0,2,0,0,2,M,2,Low,2,Low,2,17,77,1
Male,39,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,2,757,1
Male,26,Adult,White,1,9,0,0,9,F,9,High,9,High,9,0,153,2
Male,26,Adult,Other,0,6,0,0,2,F,6,Medium,4,Low,2,32,1091,1
Male,35,Adult,Other,1,9,0,0,13,F,9,High,5,Medium,13,0,413,2
Male,20,Young,Other,0,5,0,0,0,M,5,Medium,6,Medium,0,0,893,1
Female,51,Adult,White,0,5,0,0,7,F,5,Medium,2,Low,7,0,795,1
Female,26,Adult,White,0,5,0,0,0,F,5,Medium,4,Low,0,0,1131,1
Male,26,Adult,Other,0,4,0,0,5,F,4,Low,3,Low,5,2,171,1
Male,20,Young,White,0,2,0,2,0,F,2,Low,6,Medium,0,0,847,1
Male,28,Adult,Other,0,3,0,0,0,F,3,Low,3,Low,0,15,111,2
Male,23,Young,Other,0,2,1,2,1,M,2,Low,4,Low,1,0,465,2
Female,21,Young,Other,0,5,0,0,0,M,5,Medium,7,Medium,0,0,277,1
Male,25,Young,Other,0,9,0,0,0,F,9,High,8,High,0,0,83,2
Male,30,Adult,White,0,3,0,0,0,F,3,Low,2,Low,0,1,887,1
Male,21,Young,White,0,9,2,7,2,F,9,High,9,High,2,0,473,2
Male,20,Young,White,1,7,0,0,1,F,7,Medium,9,High,1,0,13,2
Male,24,Young,White,0,6,0,0,5,F,6,Medium,4,Low,5,0,16,2
Male,35,Adult,Other,0,10,0,0,22,F,10,High,7,Medium,22,2,82,2
Female,27,Adult,Other,0,3,0,0,0,F,3,Low,3,Low,0,2,40,2
Male,50,Adult,White,0,2,0,0,2,F,2,Low,1,Low,2,8,33,2
Male,25,Young,Other,0,9,0,0,5,M,9,High,9,High,5,1,152,1
Female,48,Adult,White,0,9,0,0,1,F,9,High,2,Low,1,0,1163,1
Male,31,Adult,Other,1,8,1,1,12,M,8,High,5,Medium,12,39,52,2
Male,26,Adult,Other,0,9,0,0,0,F,9,High,10,High,0,0,58,1
Male,22,Young,Other,0,4,0,0,0,F,4,Low,5,Medium,0,0,1045,1
Male,29,Adult,Other,0,3,0,0,0,F,3,Low,3,Low,0,0,831,1
Male,33,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,1,190,2
Male,52,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,1175,1
Male,37,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,367,2
Male,21,Young,Other,0,7,0,0,0,F,7,Medium,7,Medium,0,0,811,1
Male,21,Young,White,0,8,0,0,1,F,8,High,6,Medium,1,0,825,1
Female,20,Young,White,0,8,0,0,0,F,8,High,5,Medium,0,2,357,2
Male,43,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,256,2
Male,30,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,336,2
Female,33,Adult,Other,0,4,0,0,3,M,4,Low,2,Low,3,5,38,2
Male,24,Young,Other,0,7,0,0,3,F,7,Medium,6,Medium,3,93,922,1
Female,52,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,25,2
Female,30,Adult,Other,0,7,0,0,11,F,7,Medium,3,Low,11,6,64,2
Female,30,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,0,1052,1
Male,47,Adult,Other,0,2,0,0,13,F,2,Low,1,Low,13,0,247,2
Male,41,Adult,Other,0,9,1,0,9,M,9,High,6,Medium,9,1,1142,1
Male,21,Young,Other,1,10,0,0,4,F,10,High,10,High,4,0,259,2
Male,53,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1169,1
Male,48,Adult,White,0,2,0,0,6,F,2,Low,1,Low,6,0,53,1
Male,52,Adult,Other,0,9,0,0,2,F,9,High,3,Low,2,32,82,2
Female,34,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,1138,1
Male,35,Adult,White,0,3,0,0,0,F,3,Low,2,Low,0,0,211,2
Male,25,Young,Other,0,4,0,0,1,F,4,Low,3,Low,1,1,474,2
Male,39,Adult,Other,0,4,0,0,1,F,4,Low,2,Low,1,0,830,1
Male,24,Young,Other,0,2,0,1,1,F,2,Low,3,Low,1,0,289,2
Female,48,Adult,White,0,8,0,0,17,F,8,High,5,Medium,17,0,1157,1
Male,31,Adult,Other,0,7,0,0,1,F,7,Medium,2,Low,1,0,583,1
Male,26,Adult,Other,0,2,0,0,0,M,2,Low,3,Low,0,1,962,1
Male,43,Adult,Other,0,8,0,0,3,F,8,High,3,Low,3,0,93,2
Male,25,Young,Other,0,2,0,0,1,M,2,Low,3,Low,1,0,835,1
Male,34,Adult,Other,0,9,1,0,20,F,9,High,5,Medium,20,26,146,2
Male,25,Young,Other,0,4,0,0,2,F,4,Low,3,Low,2,0,55,2
Male,24,Young,Other,1,6,0,0,4,F,6,Medium,5,Medium,4,0,44,2
Male,56,Adult,White,0,1,0,0,6,F,1,Low,1,Low,6,0,1059,1
Male,23,Young,Other,0,4,0,0,0,F,4,Low,5,Medium,0,0,1094,1
Male,21,Young,White,0,4,0,0,0,M,4,Low,6,Medium,0,0,813,1
Male,66,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,956,1
Male,28,Adult,Other,0,7,0,0,7,M,7,Medium,4,Low,7,0,132,1
Male,29,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,829,1
Male,22,Young,White,0,7,0,0,3,F,7,Medium,5,Medium,3,2,53,2
Male,39,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,816,1
Male,33,Adult,Other,0,8,0,1,9,M,8,High,4,Low,9,0,25,2
Male,29,Adult,White,0,1,0,0,2,F,1,Low,3,Low,2,0,101,2
Male,31,Adult,White,0,2,0,0,1,F,2,Low,2,Low,1,0,1100,1
Male,22,Young,Other,0,8,0,0,0,M,8,High,6,Medium,0,53,1139,1
Female,22,Young,White,0,5,0,0,0,M,5,Medium,5,Medium,0,0,889,1
Male,35,Adult,White,0,4,0,2,3,F,4,Low,1,Low,3,1,919,1
Male,29,Adult,White,0,4,0,0,3,F,4,Low,4,Low,3,0,45,2
Female,37,Adult,Other,0,5,0,0,0,F,5,Medium,2,Low,0,0,811,1
Female,30,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,0,1186,1
Male,56,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,779,1
Female,34,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,796,1
Male,23,Young,Other,0,4,0,0,1,F,4,Low,5,Medium,1,3,152,2
Male,27,Adult,Other,1,5,0,0,1,F,5,Medium,4,Low,1,1,335,2
Male,43,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,930,1
Male,38,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,1179,1
Male,39,Adult,White,0,3,0,0,3,F,3,Low,6,Medium,3,0,1117,1
Male,24,Young,Other,0,3,0,1,1,F,3,Low,3,Low,1,0,37,2
Male,26,Adult,Other,0,3,0,0,2,M,3,Low,3,Low,2,0,1068,1
Female,55,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,798,1
Male,35,Adult,Other,0,6,0,0,1,F,6,Medium,2,Low,1,0,362,2
Male,61,Adult,Other,0,7,0,0,25,F,7,Medium,4,Low,25,0,1102,1
Male,33,Adult,Other,0,1,0,0,0,M,1,Low,2,Low,0,10,1116,1
Male,40,Adult,White,0,7,0,0,4,F,7,Medium,7,Medium,4,1,76,1
Male,33,Adult,Other,0,2,0,0,3,F,2,Low,1,Low,3,0,1086,1
Male,26,Adult,White,0,6,0,0,0,F,6,Medium,4,Low,0,0,314,2
Male,32,Adult,White,0,9,1,0,15,F,9,High,9,High,15,91,166,2
Male,28,Adult,Other,0,2,0,0,0,F,2,Low,3,Low,0,0,780,1
Male,45,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1182,1
Male,30,Adult,White,0,9,0,0,0,F,9,High,3,Low,0,36,37,2
Female,57,Adult,White,0,2,0,0,4,F,2,Low,1,Low,4,257,1113,1
Male,26,Adult,Other,0,7,0,0,3,F,7,Medium,9,High,3,46,218,2
Male,35,Adult,Other,0,8,0,0,1,F,8,High,4,Low,1,0,938,1
Male,54,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,2,1090,1
Female,29,Adult,Other,0,5,0,0,0,F,5,Medium,4,Low,0,2,765,1
Female,40,Adult,White,0,2,0,0,0,M,2,Low,1,Low,0,0,834,1
Male,28,Adult,White,0,2,0,0,1,F,2,Low,3,Low,1,0,35,2
Female,25,Young,Other,0,2,0,1,0,M,2,Low,2,Low,0,0,1056,1
Male,44,Adult,Other,0,6,0,0,3,M,6,Medium,5,Medium,3,2,55,1
Male,48,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,1065,1
Female,59,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,763,1
Male,23,Young,White,0,4,0,1,4,F,4,Low,4,Low,4,0,537,2
Male,29,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,72,172,1
Male,56,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,956,1
Female,27,Adult,Other,0,3,0,0,0,M,3,Low,3,Low,0,0,798,1
Female,29,Adult,White,0,7,0,0,0,M,7,Medium,3,Low,0,0,1124,1
Female,34,Adult,White,0,4,0,0,4,M,4,Low,2,Low,4,0,871,1
Female,22,Young,Other,0,7,0,0,0,F,7,Medium,6,Medium,0,0,1172,1
Male,40,Adult,White,0,1,0,0,5,F,1,Low,2,Low,5,0,7,2
Male,31,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,2,741,1
Male,47,Adult,Other,0,2,0,0,3,F,2,Low,1,Low,3,1,817,1
Male,24,Young,Other,0,7,0,0,8,F,7,Medium,7,Medium,8,49,354,2
Female,20,Young,White,0,4,0,0,1,F,4,Low,6,Medium,1,0,921,1
Male,39,Adult,Other,0,9,0,0,4,F,9,High,5,Medium,4,118,965,1
Male,29,Adult,Other,0,6,0,0,10,F,6,Medium,6,Medium,10,1,293,2
Male,30,Adult,Other,0,2,0,0,2,F,2,Low,2,Low,2,5,54,1
Female,26,Adult,Other,0,9,0,0,4,F,9,High,7,Medium,4,0,117,2
Male,61,Adult,Other,0,8,0,0,2,M,8,High,10,High,2,1,903,1
Male,37,Adult,Other,0,4,0,0,3,M,4,Low,3,Low,3,0,896,1
Male,38,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,455,2
Male,24,Young,White,0,5,0,0,2,F,5,Medium,3,Low,2,0,176,2
Male,30,Adult,Other,0,9,0,0,0,M,9,High,7,Medium,0,0,1149,1
Male,20,Young,Other,0,5,0,1,0,M,5,Medium,6,Medium,0,0,274,2
Male,56,Adult,Other,0,9,0,0,22,F,9,High,5,Medium,22,70,98,2
Female,50,Adult,White,0,3,0,0,3,F,3,Low,1,Low,3,0,348,2
Male,47,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,1,842,1
Male,56,Adult,White,0,1,0,0,5,F,1,Low,1,Low,5,0,737,1
Female,58,Adult,Other,0,5,0,0,1,F,5,Medium,3,Low,1,0,751,1
Male,30,Adult,Other,0,6,0,0,10,F,6,Medium,4,Low,10,0,18,2
Male,28,Adult,Other,0,6,0,0,12,M,6,Medium,5,Medium,12,0,117,2
Male,59,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,62,1100,1
Male,20,Young,Other,1,10,0,0,1,F,10,High,10,High,1,186,206,2
Male,23,Young,White,0,9,1,0,4,M,9,High,9,High,4,1,578,2
Female,28,Adult,White,0,6,0,0,2,F,6,Medium,2,Low,2,0,491,2
Male,50,Adult,Other,0,9,0,0,3,F,9,High,4,Low,3,33,103,2
Male,35,Adult,White,0,5,0,0,3,M,5,Medium,4,Low,3,1,256,2
Male,22,Young,Other,0,9,0,0,1,F,9,High,7,Medium,1,5,75,2
Female,41,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,791,1
Male,22,Young,Other,0,7,0,0,0,F,7,Medium,7,Medium,0,1,440,1
Male,46,Adult,Other,0,6,0,0,3,M,6,Medium,7,Medium,3,0,49,2
Male,61,Adult,Other,0,2,0,0,8,F,2,Low,1,Low,8,0,398,2
Male,26,Adult,Other,0,4,0,0,5,F,4,Low,5,Medium,5,0,846,1
Male,44,Adult,White,0,5,0,0,1,F,5,Medium,2,Low,1,2,784,1
Female,34,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,199,2
Male,29,Adult,White,0,2,0,0,1,F,2,Low,2,Low,1,0,2,2
Male,20,Young,Other,0,10,0,0,1,F,10,High,8,High,1,0,34,2
Male,29,Adult,Other,0,9,0,0,8,M,9,High,4,Low,8,4,748,1
Male,48,Adult,Other,0,4,0,0,5,F,4,Low,3,Low,5,0,22,2
Female,31,Adult,Other,0,6,0,0,0,M,6,Medium,4,Low,0,0,882,1
Male,21,Young,White,0,6,0,0,2,F,6,Medium,5,Medium,2,0,788,1
Male,34,Adult,White,0,5,0,0,4,F,5,Medium,6,Medium,4,0,1096,1
Male,54,Adult,Other,0,6,0,0,21,F,6,Medium,1,Low,21,0,1100,1
Male,20,Young,White,0,10,4,0,4,F,10,High,10,High,4,0,968,1
Male,31,Adult,White,0,3,0,0,1,F,3,Low,3,Low,1,0,4,2
Male,22,Young,White,0,4,0,0,0,M,4,Low,5,Medium,0,1,398,1
Male,36,Adult,Other,0,4,0,0,6,M,4,Low,1,Low,6,0,740,1
Male,34,Adult,Other,3,7,1,0,9,F,7,Medium,6,Medium,9,0,34,2
Male,36,Adult,White,0,1,0,0,3,M,1,Low,2,Low,3,0,997,1
Male,32,Adult,Other,0,8,0,0,3,F,8,High,3,Low,3,0,6,2
Male,50,Adult,Other,0,8,0,0,15,M,8,High,4,Low,15,0,850,1
Male,47,Adult,Other,4,10,0,0,22,F,10,High,5,Medium,22,3,21,2
Female,49,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1057,1
Female,25,Young,Other,0,9,0,0,7,F,9,High,10,High,7,0,239,2
Male,31,Adult,Other,0,4,0,0,1,M,4,Low,2,Low,1,0,817,1
Male,49,Adult,Other,0,3,0,0,10,F,3,Low,2,Low,10,9,106,2
Male,21,Young,Other,1,9,0,1,2,F,9,High,9,High,2,35,947,1
Female,26,Adult,Other,0,7,0,0,5,F,7,Medium,5,Medium,5,0,342,2
Male,29,Adult,Other,0,2,0,0,0,F,2,Low,3,Low,0,0,871,1
Male,61,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,1181,1
Female,25,Young,White,0,9,0,0,2,F,9,High,7,Medium,2,0,16,2
Female,26,Adult,Other,0,2,0,0,1,F,2,Low,2,Low,1,0,809,1
Male,38,Adult,White,0,4,0,0,5,F,4,Low,1,Low,5,0,840,1
Male,35,Adult,White,0,1,0,0,2,M,1,Low,2,Low,2,0,844,1
Male,50,Adult,Other,0,5,0,0,10,F,5,Medium,2,Low,10,0,179,1
Male,55,Adult,Other,0,1,0,0,8,F,1,Low,1,Low,8,5,182,2
Male,32,Adult,Other,0,4,0,0,4,F,4,Low,2,Low,4,45,252,2
Male,29,Adult,White,0,2,0,0,1,F,2,Low,3,Low,1,0,794,1
Male,46,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,801,1
Male,53,Adult,White,0,5,0,0,1,M,5,Medium,5,Medium,1,0,794,1
Female,27,Adult,White,0,5,0,0,1,F,5,Medium,5,Medium,1,25,355,2
Male,29,Adult,White,0,8,0,0,4,F,8,High,7,Medium,4,0,1162,1
Male,26,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,1,424,2
Male,23,Young,Other,0,2,0,0,3,M,2,Low,3,Low,3,0,90,2
Male,43,Adult,Other,0,3,0,0,3,M,3,Low,2,Low,3,0,21,2
Male,24,Young,White,0,2,0,0,1,M,2,Low,3,Low,1,0,754,1
Male,33,Adult,Other,0,10,0,0,18,F,10,High,9,High,18,1,19,2
Male,32,Adult,Other,0,6,0,0,1,M,6,Medium,3,Low,1,21,117,2
Female,38,Adult,Other,0,10,0,0,7,F,10,High,9,High,7,39,123,2
Male,40,Adult,Other,0,7,0,0,20,F,7,Medium,4,Low,20,0,611,1
Female,55,Adult,Other,0,1,0,0,5,F,1,Low,1,Low,5,0,242,2
Female,36,Adult,Other,0,1,0,0,1,M,1,Low,2,Low,1,0,1124,1
Male,34,Adult,Other,0,9,0,0,16,F,9,High,2,Low,16,0,19,2
Male,41,Adult,White,0,2,0,0,1,M,2,Low,1,Low,1,1,639,2
Male,57,Adult,White,0,1,0,0,7,F,1,Low,1,Low,7,151,982,1
Male,26,Adult,Other,0,5,0,0,1,F,5,Medium,4,Low,1,0,848,1
Male,39,Adult,White,0,6,0,0,2,F,6,Medium,3,Low,2,0,148,2
Male,45,Adult,Other,0,3,0,0,0,F,3,Low,1,Low,0,1,253,2
Male,26,Adult,Other,0,3,0,1,2,F,3,Low,3,Low,2,0,1057,1
Female,48,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,792,1
Male,52,Adult,White,0,2,0,0,7,M,2,Low,2,Low,7,0,1077,1
Male,22,Young,Other,0,3,0,0,2,F,3,Low,5,Medium,2,31,640,2
Female,43,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1066,1
Male,35,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,0,871,1
Male,24,Young,White,0,5,0,0,3,F,5,Medium,4,Low,3,36,382,1
Male,27,Adult,Other,0,7,0,0,11,F,7,Medium,5,Medium,11,4,38,2
Male,23,Young,Other,0,9,1,0,2,F,9,High,7,Medium,2,22,785,1
Male,56,Adult,Other,0,7,0,0,28,F,7,Medium,4,Low,28,0,320,1
Male,28,Adult,Other,0,6,0,0,2,F,6,Medium,4,Low,2,0,122,2
Male,21,Young,Other,0,5,0,0,0,F,5,Medium,6,Medium,0,0,788,1
Male,33,Adult,Other,0,9,0,0,5,M,9,High,3,Low,5,0,98,2
Male,25,Young,Other,0,8,0,0,1,F,8,High,8,High,1,0,348,2
Male,36,Adult,Other,0,8,2,0,17,F,8,High,5,Medium,17,14,167,2
Female,25,Young,White,0,5,0,0,0,F,5,Medium,3,Low,0,1,394,1
Male,31,Adult,Other,0,6,0,0,3,F,6,Medium,3,Low,3,0,768,1
Male,46,Adult,White,0,5,0,0,0,M,5,Medium,3,Low,0,0,1169,1
Female,24,Young,Other,0,7,0,0,0,F,7,Medium,4,Low,0,2,831,1
Male,28,Adult,Other,0,7,0,0,4,F,7,Medium,6,Medium,4,6,567,2
Male,28,Adult,Other,0,7,0,1,12,M,7,Medium,3,Low,12,0,39,2
Male,23,Young,Other,0,3,0,0,0,M,3,Low,5,Medium,0,1,254,2
Male,24,Young,Other,0,3,0,0,0,M,3,Low,4,Low,0,0,1173,1
Male,40,Adult,Other,0,3,0,0,0,M,3,Low,3,Low,0,0,1155,1
Male,36,Adult,Other,0,2,0,0,1,M,2,Low,1,Low,1,0,781,1
Male,50,Adult,White,0,6,0,0,1,M,6,Medium,3,Low,1,39,103,2
Male,33,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,892,1
Male,24,Young,White,0,2,0,0,0,M,2,Low,3,Low,0,1,1060,1
Female,55,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,0,1040,1
Male,22,Young,Other,0,7,0,0,0,F,7,Medium,8,High,0,2,41,2
Male,38,Adult,Other,0,7,0,0,14,F,7,Medium,3,Low,14,55,773,1
Male,31,Adult,Other,0,1,0,0,1,F,1,Low,2,Low,1,0,940,1
Female,30,Adult,Other,0,2,0,0,3,F,2,Low,2,Low,3,0,810,1
Male,52,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,714,1
Male,37,Adult,Other,0,8,0,0,16,F,8,High,3,Low,16,1,64,2
Female,41,Adult,White,0,2,0,0,1,M,2,Low,1,Low,1,29,1173,1
Male,20,Young,Other,0,5,0,0,0,F,5,Medium,7,Medium,0,0,159,2
Male,21,Young,White,0,4,0,0,0,M,4,Low,7,Medium,0,1,157,2
Male,22,Young,White,0,5,0,0,1,M,5,Medium,5,Medium,1,9,848,1
Male,38,Adult,Other,0,6,0,0,7,M,6,Medium,8,High,7,197,1100,1
Male,31,Adult,Other,0,5,0,0,0,F,5,Medium,2,Low,0,7,945,1
Male,28,Adult,White,0,7,0,0,0,F,7,Medium,4,Low,0,54,224,1
Male,21,Young,Other,0,7,1,0,2,F,7,Medium,8,High,2,2,269,2
Male,39,Adult,Other,0,8,0,0,1,F,8,High,4,Low,1,0,1098,1
Male,34,Adult,Other,0,7,0,0,22,F,7,Medium,2,Low,22,0,137,2
Male,32,Adult,White,0,2,1,0,2,F,2,Low,2,Low,2,0,293,1
Male,45,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,732,1
Male,36,Adult,Other,0,5,0,2,7,M,5,Medium,5,Medium,7,0,836,1
Male,24,Young,Other,0,9,0,0,0,M,9,High,6,Medium,0,14,463,2
Male,27,Adult,Other,0,7,0,0,9,F,7,Medium,6,Medium,9,0,45,2
Male,30,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,0,757,1
Male,61,Adult,Other,0,6,0,0,8,M,6,Medium,3,Low,8,0,1116,1
Male,43,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,1,1093,1
Male,26,Adult,Other,0,4,0,0,1,F,4,Low,3,Low,1,0,902,1
Male,32,Adult,Other,0,2,3,0,7,F,2,Low,2,Low,7,4,613,1
Female,57,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,857,1
Female,40,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1127,1
Male,33,Adult,White,0,6,0,0,6,F,6,Medium,6,Medium,6,151,177,2
Male,30,Adult,Other,0,5,0,0,2,F,5,Medium,3,Low,2,0,66,2
Male,29,Adult,White,0,10,0,0,1,M,10,High,10,High,1,10,12,1
Female,21,Young,White,0,8,0,0,1,F,8,High,9,High,1,0,132,1
Male,36,Adult,Other,0,2,0,0,2,M,2,Low,2,Low,2,0,1127,1
Male,59,Adult,Other,0,4,0,0,17,F,4,Low,4,Low,17,0,248,1
Male,35,Adult,Other,0,8,0,0,6,F,8,High,5,Medium,6,1,187,2
Male,49,Adult,Other,0,2,0,0,0,M,2,Low,1,Low,0,0,1045,1
Male,26,Adult,Other,0,9,0,0,5,F,9,High,9,High,5,0,24,2
Male,21,Young,Other,0,5,1,0,2,F,5,Medium,5,Medium,2,7,176,2
Male,49,Adult,Other,0,6,0,0,29,F,6,Medium,1,Low,29,0,1,2
Male,23,Young,Other,0,10,0,0,1,F,10,High,9,High,1,0,87,1
Female,37,Adult,Other,0,8,0,0,23,M,8,High,4,Low,23,0,368,2
Male,33,Adult,Other,0,2,0,0,0,M,2,Low,1,Low,0,0,1039,1
Male,20,Young,Other,1,3,0,0,1,F,3,Low,6,Medium,1,0,39,2
Male,28,Adult,White,0,10,0,0,1,F,10,High,10,High,1,0,1064,1
Male,29,Adult,Other,0,2,0,0,3,F,2,Low,2,Low,3,0,481,2
Male,25,Young,Other,0,5,0,1,1,F,5,Medium,4,Low,1,1,120,2
Male,20,Young,Other,0,8,0,0,2,F,8,High,7,Medium,2,32,238,2
